,Tanggal,RH_avg,Tavg,RR,ss
2402,29-06-2018,25.8,87,9.8,1.1
2403,30-06-2018,27,81,10.1,2.7
2404,01-07-2018,26.8,79,9.3,0.3
2405,02-07-2018,26.6,79,26.6,0.3
2406,03-07-2018,26.6,84,8.8,0.3
2407,04-07-2018,26.8,79,15.3,0.3
2408,05-07-2018,26.2,83,0.4,0.3
2409,06-07-2018,25,80,2.3,0.3
2410,07-07-2018,25.1,74,4.1,0.3
2411,08-07-2018,26.3,77,9.1,0.3
2412,09-07-2018,26.7,80,9.5,0.3
2413,10-07-2018,27.2,80,10.9,3.8
2414,11-07-2018,26.5,87,11.5,0.3
2415,12-07-2018,26.1,78,9.8,0.4
2416,13-07-2018,25.6,79,4.1,0.4
2417,14-07-2018,25.7,81,37.1,4.2
2418,15-07-2018,25.9,76,15,0.4
2419,16-07-2018,25.6,78,13,0.4
2420,17-07-2018,25.6,80,21.4,0.4
2421,18-07-2018,25.9,78,10.2,0.4
2422,19-07-2018,26.3,82,0.7,0.4
2423,20-07-2018,27.1,79,10.5,0.4
2424,21-07-2018,27.7,78,10.9,0.5
2425,22-07-2018,27.8,79,13,0.5
2426,23-07-2018,27.1,83,27,0.5
2427,24-07-2018,27.6,82,11.7,0.5
2428,25-07-2018,26.9,82,11.3,0.5
2429,26-07-2018,27,79,4.1,0.5
2430,27-07-2018,27.1,74,19.8,0.6
2431,28-07-2018,25.7,78,11.7,0.6
2432,29-07-2018,25,82,0.8,0.6
2433,30-07-2018,25.5,80,11,0.6
2434,31-07-2018,26,80,4,0.6
2435,01-08-2018,28.6,71,0.2,4.9
2436,02-08-2018,24.9,82,0.2,0.7
2437,03-08-2018,25.2,77,0.2,0.7
2438,04-08-2018,25.5,75,0.2,0.7
2439,05-08-2018,25.6,76,0.3,0.7
2440,06-08-2018,25,70,0.3,0.8
2441,07-08-2018,26.6,72,0.3,0.8
2442,08-08-2018,25.8,80,0.3,0.8
2443,09-08-2018,26,82,0.3,0.8
2444,10-08-2018,27.1,76,7,0.9
2445,11-08-2018,26.7,77,0.3,5
2446,12-08-2018,26.9,79,0.3,0.9
2447,13-08-2018,27.5,75,0.3,0.9
2448,14-08-2018,27.1,77,0.3,1
2449,15-08-2018,27.5,70,0.3,1
2450,16-08-2018,26.3,79,0.3,1
2451,17-08-2018,26.6,77,0.4,1.1
2452,18-08-2018,25.7,78,0.4,5.6
2453,19-08-2018,25.9,73,0.4,1.1
2454,20-08-2018,26.3,77,0.4,1.1
2455,21-08-2018,26.9,76,0.4,1.2
2456,22-08-2018,27.2,75,0.4,1.2
2457,23-08-2018,27.1,77,0.4,1.2
2458,24-08-2018,27,78,0.4,3.2
2459,25-08-2018,26.9,76,0.5,1.3
2460,26-08-2018,27.2,77,0.5,2.4
2461,27-08-2018,27.4,77,0.5,1.3
2462,28-08-2018,27.4,76,0.5,1.4
2463,29-08-2018,27,77,0.5,1.4
2464,30-08-2018,27,76,0.5,1.5
2465,31-08-2018,25.5,84,0.6,1.5
2466,01-09-2018,27.5,73,0.8,0.8
2467,02-09-2018,26.4,83,0.9,3
2468,03-09-2018,27.4,78,0.9,0.8
2469,04-09-2018,26.3,74,0.9,0.9
2470,05-09-2018,25.8,79,1,0.9
2471,06-09-2018,27.1,79,1,0.9
2472,07-09-2018,25.8,82,1,1
2473,08-09-2018,26.7,83,10.5,1
2474,09-09-2018,27.7,69,0.5,1
2475,10-09-2018,27.7,66,1.1,1.1
2476,11-09-2018,27.5,75,1.1,1.1
2477,12-09-2018,28,71,1.1,1.1
2478,13-09-2018,26.6,78,1.2,1.2
2479,14-09-2018,26.5,73,1.2,1.2
2480,15-09-2018,26.4,76,1.2,3.1
2481,16-09-2018,27.5,68,1.3,1.2
2482,17-09-2018,27.4,64,1.3,1.3
2483,18-09-2018,27.5,72,1.4,1.3
2484,19-09-2018,26.9,77,1.4,1.4
2485,20-09-2018,24.5,95,1.5,1.4
2486,21-09-2018,26.6,81,1.5,1.5
2487,22-09-2018,28.5,71,1.6,1.5
2488,23-09-2018,27.2,80,1.6,1.6
2489,24-09-2018,27,75,1.7,1.6
2490,25-09-2018,27.4,74,1.7,1.7
2491,26-09-2018,26.8,77,1.8,1.7
2492,27-09-2018,27.3,84,1.8,1.8
2493,28-09-2018,27.4,76,14.2,1.8
2494,29-09-2018,26.7,76,1.9,8.8
2495,30-09-2018,27.5,76,2,9.4
2496,01-10-2018,27.9,78,2,2.5
2497,02-10-2018,27.5,83,2.1,2.6
2498,03-10-2018,27.7,79,2.2,6.4
2499,04-10-2018,28.5,76,2.2,2.7
2500,05-10-2018,28.6,78,2.9,5.3
2501,06-10-2018,28.3,76,2.3,2.8
2502,07-10-2018,28.5,72,2.4,2.9
2503,08-10-2018,28.1,69,2.5,3
2504,09-10-2018,27.6,69,2.5,3.1
2505,10-10-2018,27.3,81,2.6,8.5
2506,11-10-2018,28.6,72,2.7,5.1
2507,12-10-2018,27.4,77,2.8,3.2
2508,13-10-2018,28.5,72,2.9,3.3
2509,14-10-2018,27.2,79,3,2.2
2510,15-10-2018,27.7,78,3.1,2.7
2511,16-10-2018,27.8,79,3.2,2.4
2512,17-10-2018,28.1,74,3.3,7.3
2513,18-10-2018,27,83,3.4,3.4
2514,19-10-2018,26.1,87,21.2,3.5
2515,20-10-2018,25.8,84,30.2,2
2516,21-10-2018,27.9,78,3.5,3.6
2517,22-10-2018,28.3,74,3.6,5.9
2518,23-10-2018,26.9,81,9,7.8
2519,24-10-2018,27.3,80,3.7,1.6
2520,25-10-2018,27.1,81,3.8,7
2521,26-10-2018,26.9,81,4,5.4
2522,27-10-2018,27.1,85,4.1,5
2523,28-10-2018,27.7,83,4.2,3.7
2524,29-10-2018,27.8,78,4.4,3.8
2525,30-10-2018,27.3,84,4.5,1.7
2526,31-10-2018,28.1,76,4.7,2.1
2527,01-11-2018,27.8,79,8.1,2.5
2528,02-11-2018,27.8,79,32.5,2.1
2529,03-11-2018,26.1,88,8.4,1.8
2530,04-11-2018,27.4,85,15.4,1.5
2531,05-11-2018,27.3,84,23.8,1.6
2532,06-11-2018,27.5,83,8.7,1.6
2533,07-11-2018,26.4,87,8.7,5.1
2534,08-11-2018,26,91,16.5,1.7
2535,09-11-2018,27.4,86,9,1.7
2536,10-11-2018,26.9,84,10.2,1.8
2537,11-11-2018,25.3,93,9.3,1.9
2538,12-11-2018,26.1,87,32.8,1.9
2539,13-11-2018,26.5,86,9.6,2
2540,14-11-2018,27,79,51.8,3
2541,15-11-2018,28.1,73,3,0.7
2542,16-11-2018,28.8,72,3,7.1
2543,17-11-2018,28.2,77,9.9,9.7
2544,18-11-2018,26.9,86,10.2,7.6
2545,19-11-2018,28.4,78,1.1,2
2546,20-11-2018,26.7,84,2.4,2.1
2547,21-11-2018,26.7,82,2.9,2.2
2548,22-11-2018,28.4,76,6.1,2.3
2549,23-11-2018,27.1,82,10.6,2.3
2550,24-11-2018,27,82,10.9,2.4
2551,25-11-2018,26.4,87,11.3,2.5
2552,26-11-2018,25.6,91,11.7,2.6
2553,27-11-2018,26.3,87,20.1,2.7
2554,28-11-2018,25.3,92,12.1,5.4
2555,29-11-2018,26.8,89,13.7,2.8
2556,30-11-2018,26.8,84,12.5,0.7
2557,01-12-2018,26.9,84,7.7,0.7
2558,02-12-2018,27.3,81,8,1.1
2559,03-12-2018,27.1,86,8.2,5.1
2560,04-12-2018,26,88,10.1,1.1
2561,05-12-2018,26.3,86,42.2,1.1
2562,06-12-2018,25.6,94,5,1.2
2563,07-12-2018,27.1,80,43,1.2
2564,08-12-2018,26.5,82,9,1.3
2565,09-12-2018,27,84,8.5,1.3
2566,10-12-2018,26.6,89,8.8,1.3
2567,11-12-2018,27,85,9,1.4
2568,12-12-2018,26.9,86,18,1.4
2569,13-12-2018,27,79,37.8,1.5
2570,14-12-2018,27.3,84,9.3,1.5
2571,15-12-2018,26.6,82,9.6,1.6
2572,16-12-2018,27.5,77,9.9,1.6
2573,17-12-2018,28.4,72,10.2,1.7
2574,18-12-2018,27.8,77,10.6,8.2
2575,19-12-2018,26.7,85,10.9,5.2
2576,20-12-2018,27.4,77,60.4,1.7
2577,21-12-2018,26.6,79,11.3,1.8
2578,22-12-2018,27.2,81,11.6,1.8
2579,23-12-2018,25.3,85,12,1.9
2580,24-12-2018,27.1,80,1.5,2
2581,25-12-2018,25.6,88,12.4,2
2582,26-12-2018,25.2,90,11,1.1
2583,27-12-2018,26.5,81,1,2.1
2584,28-12-2018,27.7,76,12.8,2.2
2585,29-12-2018,27.7,78,13.2,8.4
2586,30-12-2018,28.4,79,13.6,2.2
2587,31-12-2018,26.7,82,14.1,4.6
2588,01-01-2019,24.9,88,46,0.2
2589,02-01-2019,27,80,2.6,0.2
2590,03-01-2019,26.7,80,10,0.2
2591,04-01-2019,27.7,77,9,0.2
2592,05-01-2019,26.6,82,9.3,0.2
2593,06-01-2019,28.2,80,27,0.2
2594,07-01-2019,28.1,80,9.6,0.2
2595,08-01-2019,26.8,87,2.5,0.2
2596,09-01-2019,27.4,86,22.9,0.2
2597,10-01-2019,26.4,86,7,0.2
2598,11-01-2019,28.1,78,9.9,0.2
2599,12-01-2019,27.3,81,10.2,0.2
2600,13-01-2019,26.6,90,10.6,5.3
2601,14-01-2019,26,89,10.9,0.2
2602,15-01-2019,27.3,81,11.3,0.3
2603,16-01-2019,26.8,83,11.6,0.3
2604,17-01-2019,26.4,87,12,0.3
2605,18-01-2019,26.9,84,2.1,0.3
2606,19-01-2019,26.6,85,12.4,0.3
2607,20-01-2019,26.9,84,2.4,0.3
2608,21-01-2019,26.1,90,2.4,0.3
2609,22-01-2019,24.6,94,82.8,0.3
2610,23-01-2019,26.7,86,12.8,0.3
2611,24-01-2019,26.5,88,13.2,0.3
2612,25-01-2019,25.4,90,38.3,0.4
2613,26-01-2019,27.3,87,9.1,0.4
2614,27-01-2019,27,86,1.6,0.4
2615,28-01-2019,27.5,83,1.6,0.4
2616,29-01-2019,27.5,83,1.6,0.4
2617,30-01-2019,26.8,87,20,0.4
2618,31-01-2019,25.8,87,13.6,0.4
2619,01-02-2019,24.8,95,10.3,0.6
2620,02-02-2019,27.2,84,61.9,0.6
2621,03-02-2019,26.9,87,10,0.6
2622,04-02-2019,27.4,85,0.1,0.6
2623,05-02-2019,25.9,87,10.3,0.6
2624,06-02-2019,27.6,83,5,0.7
2625,07-02-2019,27.6,82,10.7,0.7
2626,08-02-2019,26.7,84,11.1,0.7
2627,09-02-2019,27,82,11.5,0.7
2628,10-02-2019,26.4,87,11.9,0.8
2629,11-02-2019,26.2,86,2.8,0.8
2630,12-02-2019,26.5,87,22.5,0.9
2631,13-02-2019,27.1,85,7.1,0.9
2632,14-02-2019,26.9,82,12.3,0.9
2633,15-02-2019,27.3,83,12.8,0.9
2634,16-02-2019,27.2,85,5.1,1
2635,17-02-2019,26.9,84,43.7,1
2636,18-02-2019,27.3,83,13.2,1
2637,19-02-2019,26.3,88,0.1,1.1
2638,20-02-2019,26.4,90,14.6,1.1
2639,21-02-2019,25.7,94,0.4,1.1
2640,22-02-2019,26.6,87,65.7,1.2
2641,23-02-2019,26.3,89,14.5,1.2
2642,24-02-2019,26.9,88,17.5,1.3
2643,25-02-2019,28.2,78,0.4,1.3
2644,26-02-2019,27.3,84,1.5,5.1
2645,27-02-2019,27.6,86,6,6.3
2646,28-02-2019,27.2,85,0.1,4.2
2647,01-03-2019,26.5,89,4.2,0.1
2648,02-03-2019,27.1,88,0.6,0.1
2649,03-03-2019,25.7,89,4.3,0.1
2650,04-03-2019,27.3,83,3.2,0.1
2651,05-03-2019,26.5,84,30,0.1
2652,06-03-2019,24.4,91,1.4,0.1
2653,07-03-2019,26.3,83,18.8,0.1
2654,08-03-2019,27.1,83,4.4,0.1
2655,09-03-2019,26.1,84,3.7,0.1
2656,10-03-2019,26.8,82,4.6,0.1
2657,11-03-2019,24.7,96,4.7,0.1
2658,12-03-2019,26.6,85,3.8,0.1
2659,13-03-2019,27.1,81,1.1,0.1
2660,14-03-2019,26.5,80,0.5,0.1
2661,15-03-2019,27,83,4.9,0.1
2662,16-03-2019,26,82,5,0.1
2663,17-03-2019,25.8,88,5.2,0.1
2664,18-03-2019,26.2,82,9.2,0.1
2665,19-03-2019,25.5,90,5.4,0.1
2666,20-03-2019,26.5,85,0.8,0.2
2667,21-03-2019,25.9,88,5.5,0.2
2668,22-03-2019,27,86,2.8,0.2
2669,23-03-2019,25.9,92,0.6,0.2
2670,24-03-2019,26.9,86,7.8,2.8
2671,25-03-2019,25.8,90,5.7,0.2
2672,26-03-2019,27.5,79,1.6,0.2
2673,27-03-2019,26.4,91,8.5,0.2
2674,28-03-2019,27.5,78,3.7,0
2675,29-03-2019,26.9,82,5.9,0.2
2676,30-03-2019,26.5,83,6.1,0.2
2677,31-03-2019,26.7,86,31.1,0.2
2678,01-04-2019,26.9,83,4.3,0.6
2679,02-04-2019,26.7,85,0.4,0.6
2680,03-04-2019,26.6,87,4.4,6.5
2681,04-04-2019,27.9,80,0.6,0.7
2682,05-04-2019,26.5,88,10.5,0.7
2683,06-04-2019,26.8,88,4.6,0.7
2684,07-04-2019,27,85,17.2,0.7
2685,08-04-2019,27.9,80,14.5,6
2686,09-04-2019,28.4,80,4.7,0.8
2687,10-04-2019,28.5,82,4.9,0.8
2688,11-04-2019,27.4,82,5,0.8
2689,12-04-2019,27.1,83,5.2,0.8
2690,13-04-2019,28.3,76,2.5,0.9
2691,14-04-2019,28.6,80,5.4,0.9
2692,15-04-2019,25.8,92,5.5,0.9
2693,16-04-2019,27.1,84,3.1,1
2694,17-04-2019,27.5,83,11.3,1
2695,18-04-2019,27.9,84,1.3,1
2696,19-04-2019,27,89,13.4,1.1
2697,20-04-2019,26.9,86,21.7,1.1
2698,21-04-2019,27.4,87,5.7,1.1
2699,22-04-2019,28.2,78,11,5.8
2700,23-04-2019,28.7,77,5.9,1.2
2701,24-04-2019,25.8,94,6.1,1.2
2702,25-04-2019,27.5,83,12,1.2
2703,26-04-2019,27.5,82,3.7,1.3
2704,27-04-2019,26.4,92,2.7,1.3
2705,28-04-2019,27.3,85,6.3,0.4
2706,29-04-2019,27.8,87,6.5,1.4
2707,30-04-2019,27.6,91,2,1.4
2708,01-05-2019,26.6,82,11.3,0.2
2709,02-05-2019,26.6,84,10.9,0.2
2710,03-05-2019,28,82,11.3,0.2
2711,04-05-2019,27.1,88,11.6,0.2
2712,05-05-2019,27.3,84,3.4,0.2
2713,06-05-2019,27,86,12,0.2
2714,07-05-2019,27,88,12.4,0.2
2715,08-05-2019,26.7,88,2.3,0.2
2716,09-05-2019,26.6,89,3.9,0.3
2717,10-05-2019,27.1,84,50.2,0.3
2718,11-05-2019,27.7,86,24.6,0.3
2719,12-05-2019,26.6,85,5.4,0.3
2720,13-05-2019,27.2,84,10.3,0.3
2721,14-05-2019,28.2,81,0.7,0.3
2722,15-05-2019,26.8,90,12.8,0.3
2723,16-05-2019,26.6,87,60.4,0.3
2724,17-05-2019,27.7,79,127,0.3
2725,18-05-2019,28.3,78,13.2,3.9
2726,19-05-2019,27.9,78,13.6,0.3
2727,20-05-2019,27.7,83,11,0.3
2728,21-05-2019,27.5,86,0.8,0.4
2729,22-05-2019,27.8,80,14.1,0.4
2730,23-05-2019,28.5,76,14.5,0.4
2731,24-05-2019,28.1,70,15,0.4
2732,25-05-2019,27.5,80,15.5,0.4
2733,26-05-2019,27.6,80,16,0.4
2734,27-05-2019,27.3,83,16.5,0.4
2735,28-05-2019,28.1,79,26.6,2.3
2736,29-05-2019,28.1,79,17,0.4
2737,30-05-2019,27.7,83,17.6,0.5
2738,31-05-2019,27.5,79,18.1,0.5
2739,01-06-2019,26.7,85,2.4,0.2
2740,02-06-2019,28,82,2.5,1.2
2741,03-06-2019,26.8,84,2.6,0.2
2742,04-06-2019,27.2,80,2.7,0.2
2743,05-06-2019,27.5,79,2.8,0.3
2744,06-06-2019,27.9,81,2.9,0.3
2745,07-06-2019,27.7,83,3,0.3
2746,08-06-2019,27.2,84,3.1,0.3
2747,09-06-2019,27.5,82,19.9,0.3
2748,10-06-2019,27.4,78,3.2,0.3
2749,11-06-2019,27.8,79,23.7,0.3
2750,12-06-2019,27.5,83,3.3,0.3
2751,13-06-2019,28.9,80,3.4,0.3
2752,14-06-2019,26.9,89,3.5,0.3
2753,15-06-2019,27.9,86,17.5,0.3
2754,16-06-2019,27.3,85,3.6,0.4
2755,17-06-2019,27.2,81,11.7,2.2
2756,18-06-2019,26.5,79,3.7,0.4
2757,19-06-2019,26.3,78,3.9,0.4
2758,20-06-2019,26.7,77,4,0.4
2759,21-06-2019,26.4,82,4.1,0.4
2760,22-06-2019,26.7,79,4.3,3.2
2761,23-06-2019,26.5,80,4.4,0.4
2762,24-06-2019,26.3,80,4.5,0.4
2763,25-06-2019,26.9,74,4.7,0.4
2764,26-06-2019,26.1,82,4.8,0.5
2765,27-06-2019,26.5,80,5,0.5
2766,28-06-2019,26.8,80,5.2,0.5
2767,29-06-2019,26.9,77,5.3,0.5
2768,30-06-2019,26.6,77,5.5,0.5
2769,01-07-2019,26.3,78,0.7,0.7
2770,02-07-2019,26.4,81,0.7,0.7
2771,03-07-2019,27.4,77,0.7,0.7
2772,04-07-2019,27,84,0.7,0.8
2773,05-07-2019,26.4,84,7,0.8
2774,06-07-2019,27.2,81,0.7,3.1
2775,07-07-2019,27.6,80,0.8,3.7
2776,08-07-2019,26.3,82,0.8,0.8
2777,09-07-2019,26.7,76,13,0.8
2778,10-07-2019,26.1,78,0.2,0.9
2779,11-07-2019,26.3,82,0.8,0.9
2780,12-07-2019,25.6,77,0.8,5.2
2781,13-07-2019,26,75,0.9,0.9
2782,14-07-2019,25.9,81,0.9,1
2783,15-07-2019,25.7,75,0.9,1
2784,16-07-2019,25.9,71,1,1
2785,17-07-2019,25.4,74,1,6.5
2786,18-07-2019,25.4,76,1,1.1
2787,19-07-2019,25.6,80,1.1,1.1
2788,20-07-2019,28,77,1.1,1.1
2789,21-07-2019,27.2,79,1.1,1.2
2790,22-07-2019,27.8,78,1.2,1.2
2791,23-07-2019,26.6,74,1.2,1.3
2792,24-07-2019,26.1,76,1.2,1.3
2793,25-07-2019,26.2,73,1.3,1.3
2794,26-07-2019,26.8,79,1.3,1.4
2795,27-07-2019,26.5,79,1.4,1.4
2796,28-07-2019,27,78,1.4,3.2
2797,29-07-2019,26.4,80,1.4,1.5
2798,30-07-2019,27.1,76,1.5,1.5
2799,31-07-2019,26.3,76,1.5,1.6
2800,01-08-2019,26.7,72,1.2,6.6
2801,02-08-2019,26.3,76,1.2,7
2802,03-08-2019,26.3,77,1.3,7
2803,04-08-2019,25.8,80,1.3,6.3
2804,05-08-2019,25.6,76,1.4,6.3
2805,06-08-2019,26.9,76,1.4,7.3
2806,07-08-2019,24.7,74,1.4,6.6
2807,08-08-2019,25.8,74,1.5,8
2808,09-08-2019,26.2,78,1.5,7.6
2809,10-08-2019,25.6,78,1.6,7.8
2810,11-08-2019,26.2,76,1.6,8
2811,12-08-2019,26.4,78,1.7,8
2812,13-08-2019,26.4,76,1.7,7.8
2813,14-08-2019,26.6,80,1.8,7.6
2814,15-08-2019,27,80,1.9,7.5
2815,16-08-2019,26.8,78,1.9,8
2816,17-08-2019,27.3,78,2,4.3
2817,18-08-2019,26.8,76,2,6.4
2818,19-08-2019,26.1,76,2.1,6
2819,20-08-2019,25.9,76,2.2,4.8
2820,21-08-2019,27,69,2.2,2
2821,22-08-2019,25.3,82,2.3,5.5
2822,23-08-2019,26.3,79,1.8,5.6
2823,24-08-2019,26.2,80,2.4,4.6
2824,25-08-2019,26.4,76,2.5,5
2825,26-08-2019,26.3,78,2.6,3.8
2826,27-08-2019,26.7,81,0.9,5.7
2827,28-08-2019,25.5,85,2.6,7
2828,29-08-2019,27,81,34.3,7.3
2829,30-08-2019,26.8,71,2.7,6.2
2830,31-08-2019,26.3,74,2.8,5
2831,01-09-2019,26.1,76,6.5,3.1
2832,02-09-2019,26.8,78,0.4,5.5
2833,03-09-2019,27.3,78,1.9,1.9
2834,04-09-2019,27.3,80,6.7,3.2
2835,05-09-2019,27.2,78,7,5.2
2836,06-09-2019,26.2,77,7.2,5.8
2837,07-09-2019,27,75,1,6.7
2838,08-09-2019,27.3,75,7.4,3.3
2839,09-09-2019,27.1,76,7.7,3.1
2840,10-09-2019,28.8,66,27,0.2
2841,11-09-2019,26.7,67,8,1.4
2842,12-09-2019,25.6,75,8.2,4
2843,13-09-2019,26,72,8.4,0.8
2844,14-09-2019,24.8,72,8.7,7.8
2845,15-09-2019,25.5,76,9,4.2
2846,16-09-2019,27.3,77,9.3,4.2
2847,17-09-2019,26.8,78,1,5.6
2848,18-09-2019,28,74,0.1,2.8
2849,19-09-2019,28.2,72,2.8,5.5
2850,20-09-2019,27.8,69,10.2,3
2851,21-09-2019,27,70,9.6,3.3
2852,22-09-2019,26.7,76,9.9,4.6
2853,23-09-2019,26.9,77,10.2,4.5
2854,24-09-2019,28.7,66,10.5,3.5
2855,25-09-2019,27.3,75,10.9,9
2856,26-09-2019,28.2,73,11.2,6.2
2857,27-09-2019,27.4,76,11.6,3.6
2858,28-09-2019,28.3,73,81.5,3.7
2859,29-09-2019,26.5,80,72.7,2.1
2860,30-09-2019,27.4,78,4.1,1
2861,01-10-2019,26.6,78,0.3,8
2862,02-10-2019,27.1,76,0.3,7
2863,03-10-2019,27,77,0.3,4.8
2864,04-10-2019,27.9,72,0.3,5.1
2865,05-10-2019,28,65,0.3,6
2866,06-10-2019,27.1,70,0.4,0
2867,07-10-2019,27.8,71,0.4,5.5
2868,08-10-2019,27.6,73,0.4,8
2869,09-10-2019,27.5,79,0.4,4.8
2870,10-10-2019,26.9,80,0.4,6.3
2871,11-10-2019,27.7,78,0.4,3.8
2872,12-10-2019,27,80,0.4,8
2873,13-10-2019,28,72,0.4,7.6
2874,14-10-2019,28.1,76,0.5,5.5
2875,15-10-2019,27.5,78,0.5,7.2
2876,16-10-2019,27.1,78,0.5,6.7
2877,17-10-2019,28.5,78,0.5,6.6
2878,18-10-2019,27.5,78,0.5,5.4
2879,19-10-2019,28.6,74,0.5,6.6
2880,20-10-2019,28.6,72,0.6,5.4
2881,21-10-2019,28.4,71,0.6,5.5
2882,22-10-2019,28.8,70,0.6,8
2883,23-10-2019,28.3,70,0.6,7.2
2884,24-10-2019,28.3,71,0.6,5.7
2885,25-10-2019,28.5,74,0.7,7.3
2886,26-10-2019,28.6,73,0.7,6.5
2887,27-10-2019,28.1,76,0.7,7.3
2888,28-10-2019,27.5,80,9.6,7.6
2889,29-10-2019,27.8,75,0.7,6.5
2890,30-10-2019,28.1,70,0.7,6.6
2891,31-10-2019,27.7,76,0.8,5.5
2892,01-11-2019,27.6,78,3.1,3
2893,02-11-2019,26.7,80,53.5,7.1
2894,03-11-2019,27,80,1.1,7
2895,04-11-2019,27.5,77,0.4,3.1
2896,05-11-2019,28,72,3.4,3.2
2897,06-11-2019,27.9,73,3.2,6.8
2898,07-11-2019,28.1,68,3.3,4.9
2899,08-11-2019,27.7,70,3.4,6.8
2900,09-11-2019,28.7,66,3.5,6.1
2901,10-11-2019,28.4,71,3.7,3.3
2902,11-11-2019,29.4,71,3.8,4.7
2903,12-11-2019,28.1,77,3.9,3.4
2904,13-11-2019,27,82,4,1
2905,14-11-2019,26.1,79,0.5,1.5
2906,15-11-2019,27.9,78,4.2,1.2
2907,16-11-2019,28,75,4.3,4.7
2908,17-11-2019,28.5,74,4.5,3.5
2909,18-11-2019,28.8,74,4.6,4.7
2910,19-11-2019,29.1,72,4.8,2.3
2911,20-11-2019,27.6,82,4.9,2.7
2912,21-11-2019,26.7,85,34.3,1
2913,22-11-2019,27.1,83,5.1,3.7
2914,23-11-2019,27.9,80,5.3,6.4
2915,24-11-2019,28.1,76,5.4,3.8
2916,25-11-2019,27.3,83,5.6,3.9
2917,26-11-2019,26.1,87,5.8,6.1
2918,27-11-2019,27,86,0.2,4
2919,28-11-2019,28.5,79,6,9.9
2920,29-11-2019,28.7,78,6.2,4.1
2921,30-11-2019,27.9,84,6.4,2.5
2922,01-12-2019,28.5,80,11.1,5.2
2923,02-12-2019,28.6,80,12.8,3.8
2924,03-12-2019,27.8,81,6.3,3.8
2925,04-12-2019,28.2,82,6.5,3.880000000000001
2926,05-12-2019,28,79,1.2,2.4
2927,06-12-2019,27.6,87,6.7,4.3
2928,07-12-2019,26.8,84,1.4,2.4
2929,08-12-2019,27.4,81,6.9,3.5
2930,09-12-2019,27.6,85,7.2,7.6
2931,10-12-2019,26.4,88,7.4,5.7
2932,11-12-2019,25.9,88,20.2,1.2
2933,12-12-2019,25.1,91,5.3,1.2
2934,13-12-2019,28.1,80,3,1.7
2935,14-12-2019,27.7,79,7.6,3.4
2936,15-12-2019,26.6,87,7.9,7.8
2937,16-12-2019,26.7,86,8.1,4.2
2938,17-12-2019,25.8,90,8.4,4.2
2939,18-12-2019,27.2,82,7.6,1.5
2940,19-12-2019,27.6,80,8.7,6.6
2941,20-12-2019,28.1,81,8.9,4
2942,21-12-2019,28,82,9.2,4.7
2943,22-12-2019,27.2,86,11.6,4
2944,23-12-2019,27.8,84,32.5,4.2
2945,24-12-2019,28,75,9.5,2
2946,25-12-2019,26,91,5.5,3.2
2947,26-12-2019,26.2,88,0.2,4
2948,27-12-2019,26.7,86,14,8
2949,28-12-2019,25.7,92,13,1
2950,29-12-2019,26.5,86,54.5,3.3
2951,30-12-2019,27.3,85,1.8,6.5
2952,31-12-2019,26.6,88,9.8,1
2953,01-01-2020,25.9,90,53.7,0.6
2954,02-01-2020,26.6,87,16.4,7.5
2955,03-01-2020,27.3,85,1.6,6.3
2956,04-01-2020,27.5,84,7.8,4.9
2957,05-01-2020,26.9,88,89.1,2.4
2958,06-01-2020,26.1,94,8.5,3.4
2959,07-01-2020,26.7,86,6.8,3.9
2960,08-01-2020,26.4,89,3.6,2.2
2961,09-01-2020,26.5,91,10.4,5.8
2962,10-01-2020,25,92,9.6,5.9
2963,11-01-2020,26.8,86,3.8,3.5
2964,12-01-2020,27.5,84,10.9,2.3
2965,13-01-2020,27.4,84,11.3,0.9
2966,14-01-2020,27.6,80,9.8,5.3
2967,15-01-2020,27,86,27.7,0.8
2968,16-01-2020,27,86,0.1,2.3
2969,17-01-2020,27.6,86,3.4,0.4
2970,18-01-2020,27.5,79,8.5,2.4
2971,19-01-2020,27.4,86,11.6,2.5
2972,20-01-2020,27.6,84,12,0.9
2973,21-01-2020,27.6,83,1.6,2.6
2974,22-01-2020,27.3,86,12.4,4.5
2975,23-01-2020,28.1,84,4.8,2.7
2976,24-01-2020,25.7,95,1.1,2.5
2977,25-01-2020,26.6,92,5.4,0.6
2978,26-01-2020,27.3,87,6.5,5.5
2979,27-01-2020,28.1,81,1,1.2
2980,28-01-2020,27.7,84,12.8,0.2
2981,29-01-2020,28,84,13.2,0.2
2982,30-01-2020,26.4,85,57.5,0.6
2983,31-01-2020,27.1,88,13.6,0.2
2984,01-02-2020,26,89,58.5,6.5
2985,02-02-2020,25.9,90,21.5,4.9
2986,03-02-2020,25.8,92,0.3,4.2
2987,04-02-2020,27,85,90.6,3.5
2988,05-02-2020,26.8,86,21.9,1.5
2989,06-02-2020,25.3,94,4.6,4.2
2990,07-02-2020,26.2,92,3,1.7
2991,08-02-2020,26.6,83,35.9,4.264285714285714
2992,09-02-2020,25.7,86,0.3,5.3
2993,10-02-2020,27.5,78,2,1.6
2994,11-02-2020,27.8,77,22.7,3
2995,12-02-2020,28,77,23.4,4
2996,13-02-2020,26.7,89,24.2,4.7
2997,14-02-2020,26.9,89,16.7,1.2
2998,15-02-2020,26.9,86,25.1,4.4
2999,16-02-2020,24.2,97,25.9,4
